Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
1747,NCS 산모신생아건강관리사 양성과정1모집마감,산후육아지원(07030102),산후육아지원,7030102,3,-,2024-01-18~2024-01-31(1회차),"10일,총60시간",56,인천북부고용센터,근로자직업능력개발훈련,주간/주중
1748,가스텅스텐아크용접 실기모집마감,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,가스텅스텐아크용접기능사,2024-02-18~2024-04-21(1회차),"10일,총80시간",45,대구고용센터,근로자직업능력개발훈련,주간/주말
1749,"[멀티미디어]영상편집디자인 크리에이터[방송,광고,게임]프리미어,에펙,모션,C4D 1모집중",광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-31~2024-07-09(1회차),"106일,총800시간",27,서울고용,국가기간전략산업직종훈련,주간/주중
1750,컴퓨터활용능력1급 실기 자격증 취득과정모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-19~2024-03-22(1회차),"13일,총39시간",-,인천고용센터,근로자직업능력개발훈련,"★컴활1급자격시험은상시시험으로언제나응시가능합니다.★✅자격:컴퓨터기본활용가능자✅내용:엑셀,액세스,컴퓨터활용능력1급실기✅시간:19:10~22:10(3교시)월수/월수금격주✅혜택:훈련비100~55%국비지원.교재무상지급.✔주차가능.취업추천.재직자/실업자가능."
1751,피복아크용접 실기모집마감,피복아크용접(16010501),피복아크용접,16010501,15,피복아크용접기능사,2024-02-17~2024-04-20(1회차),"10일,총80시간",50,대구고용센터,근로자직업능력개발훈련,주간/주말
1752,요양보호사 자격 취득과정(사회복지사 자격소지자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-17~2024-03-30(1회차),"7일,총50시간",49,수원고용센터,근로자직업능력개발훈련,주간/주말
1753,커피바리스타 2급 자격취득(이론+실기)/카페취업과정(라떼아트+핸드드립+카페음료)모집중,커피관리(13010203),커피관리,13010203,10,바리스타2급,2024-02-05~2024-03-12(1회차),"24일,총96시간",-,부산고용,실업자계좌제,주간/주중
1754,"네일미용실무(네일폴리시아트, 네일드릴)모집중",네일미용(12010104),네일미용,12010104,10,-,2024-02-19~2024-03-04(1회차),"10일,총60시간",41,청주고용센터,실업자계좌제,주간/주중
1755,요양보호사 자격취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-31~2024-03-28(1회차),"40일,총320시간",57,서울동부고용센터,실업자계좌제,주간/주중
1756,한글속기사자격증대비반(초급)모집중,사무행정(02020302),사무행정,2020302,3,"한글속기2급,한글속기1급",2024-02-14~2024-04-11(1회차),"40일,총120시간",-,서울서부고용센터,근로자직업능력개발훈련,주간/주중
1757,컴퓨터활용능력2급 필기/실기 자격증모집마감,총무(02020101),총무,2020101,3,컴퓨터활용능력2급,2024-01-22~2024-02-20(1회차),"20일,총70시간",32,부산북부고용센터,실업자계좌제,주간/주중
1758,옷수선 리폼모집중,수선(18030102),수선,18030102,8,-,2024-03-25~2024-07-09(1회차),"60일,총240시간",-,서울동부고용센터,실업자계좌제,주간/주중
1759,제과 및 제빵기능사 자격증취득과정(이론+실기)모집중,제빵(21020102),제빵,21020102,10,"제빵기능사,제과기능사",2024-02-05~2024-04-18(1회차),"45일,총180시간",-,포항고용센터,실업자계좌제,주간/주중
1760,(멀티미디어)영상편집&광고콘텐츠제작(프리미어&애프터이펙트)A모집중,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-02-15~2024-07-04(1회차),"98일,총780시간",-,안양고용센터,국가기간전략산업직종훈련,주간/주중
1761,제빵기능사 자격증 취득 (이론+실기)모집중,제빵(21020102),제빵,21020102,10,제빵기능사,2024-02-16~2024-03-18(1회차),"21일,총84시간",-,창원고용센터,근로자직업능력개발훈련,주간/주중
1762,전산회계1급+전산세무2급취득모집중,세무(02030202),세무,2030202,3,"전산세무2급,전산회계1급",2024-02-16~2024-04-05(1회차),"35일,총210시간",25,청주고용센터,실업자계좌제,주간/주중
1763,간호조무사 자격취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-03-25~2025-03-06(1회차),"210일,총1520시간",-,고양고용센터,실업자계좌제,주간/주중
1764,패션가죽제품제작 가방C모집중,패션소품생산(18020204),패션소품생산,18020204,8,-,2024-02-04~2024-05-12(1회차),"13일,총75시간",30,창원고용센터,근로자직업능력개발훈련,주야혼합/주말
1765,[과정평가형]자동차정비산업기사 취득과정_A모집마감,자동차엔진정비(15060302),자동차엔진정비,15060302,12,자동차정비산업기사,2024-01-15~2024-08-13(1회차),"141일,총1128시간",34,인천고용센터,국가기간전략산업직종훈련,주간/주중
1766,포토샵 기초 + GTQ1급 자격취득 D모집중,디지털비지니스지원서비스(20020318),디지털비지니스지원서비스,20020318,18,그래픽기술자격(GTQ)-1급,2024-03-21~2024-04-23(1회차),"12일,총36시간",-,고양고용센터,근로자직업능력개발훈련,야간/주중
1767,"사무행정ITQ자격증(한글,파워포인트,엑셀)모집중",사무행정(02020302),사무행정,2020302,3,"정보기술자격(ITQ)-한글엑셀A,정보기술자격(ITQ)-아래한글A",2024-02-05~2024-03-25(1회차),"32일,총80시간",-,전주고용센터,근로자직업능력개발훈련,주간/주중
1768,"컴퓨터활용능력2급 자격증 취득(필기,실기)모집마감",사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-01-18~2024-02-29(1회차),"27일,총80시간",37,인천북부고용센터,실업자계좌제,주간/주중
1769,제빵기능사 자격증취득(실기)모집마감,제빵(21020102),제빵,21020102,10,제빵기능사,2024-01-04~2024-02-22(1회차),"15일,총60시간",-,수원고용센터,근로자직업능력개발훈련,"●훈련시간:화목10:00~13:30(공휴일은휴강입니다)●모든훈련과정은방문상담후자부담금결제를하시면""최종등록""됩니다.★우수훈련생원데이클래스무료이용권쿠폰지급●훈련문의전화:031-547-9545●훈련장소:-경기도수원시팔달구효원로303삼호파크타워4층407호-수원시청역10번출구도보5분내위치-경인일보옆건물1층에기아자동차대리점있는건물4층입니다."
1770,바리스타 자격증 취득과정(2급+1급)  + 카페음료모집중,커피관리(13010203),커피관리,13010203,10,"바리스타1급,바리스타2급",2024-02-05~2024-04-17(1회차),"47일,총141시간",35,울산고용센터,실업자계좌제,주간/주중
1771,화훼장식기능사 국가기술자격증반모집중,단위화훼장식(24010401),단위화훼장식,24010401,3,화훼장식기능사,2024-02-06~2024-04-03(1회차),"26일,총78시간",-,포항고용센터,근로자직업능력개발훈련,야간/주중
1772,인사관리 종합모집마감,인사(02020201),인사,2020201,3,-,2024-01-14~2024-03-24(1회차),"10일,총80시간",47,서초고용센터,근로자직업능력개발훈련,주간/주말
1773,드론(무인멀티콥터)국가자격과정1종실기모집중,소형무인기운용·조종(09040105),소형무인기운용·조종,9040105,12,초경량비행장치조종자,2024-04-29~2024-05-10(1회차),"10일,총80시간",-,의정부고용센터,실업자계좌제,-
1774,요양보호사자격취득과정1모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-24~2024-04-05(1회차),"45일,총320시간",54,포항고용센터,실업자계좌제,주간/주중
1775,(게임콘텐츠제작) 게임그래픽 디자인 전문가 A모집중,게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2024-02-13~2024-07-22(1회차),"109일,총870시간",-,서울관악고용센터,국가기간전략산업직종훈련,주간/주중
1776,컴퓨터활용능력1급(실기) 자격증 취득모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-25~2024-04-28(1회차),"10일,총60시간",-,천안고용센터,근로자직업능력개발훈련,주간/주말
1777,(게임콘텐츠제작) 게임그래픽 디자인 전문가 C모집중,게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2024-01-26~2024-07-05(1회차),"109일,총870시간",-,서울관악고용센터,국가기간전략산업직종훈련,주간/주중
1778,간호조무사 자격증 취득과정 (야간)모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-03-11~2025-03-06(1회차),"282일,총1520시간",-,수원고용센터,실업자계좌제,"주야혼합/주말,주중혼합"
1779,요양보호사자격취득과정 사회복지사 자격소지자반모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-03-19~2024-03-27(1회차),"7일,총50시간",-,울산고용센터,근로자직업능력개발훈련,주간/주중
1780,"파워포인트 기초에서 동영상 실무까지(파워디렉터, 미리캔버스 활용)모집마감",사무행정(02020302),사무행정,2020302,3,-,2024-01-23~2024-02-29(1회차),"12일,총36시간",49,대전고용센터,근로자직업능력개발훈련,주간/주중
1781,건축도장기능사모집중,건축도장시공(14030205),건축도장시공,14030205,1,건축도장기능사,2024-02-17~2024-03-16(1회차),"4일,총32시간",47,부산고용,근로자직업능력개발훈련,주간/주말
1782,요양보호사자격취득(사회복지사 자격소지자반)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-03-09~2024-04-20(1회차),"7일,총50시간",-,김해고용,근로자직업능력개발훈련,주간/주말
1783,한식조리기능사(이론+실기)자격증반모집중,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-02-02~2024-03-14(1회차),"27일,총80시간",34,전주고용센터,실업자계좌제,주간/주중
1784,실속 100% 전산세무 1급 첫걸음_60H모집중,세무(02030202),세무,2030202,3,전산세무1급,2024-02-05~2024-03-11(1회차),"20일,총60시간",-,서울강남고용센터,근로자직업능력개발훈련,야간/주중
1785,"ITQ (한글,파워포인트,엑셀) 자격증모집마감",사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ),2024-01-04~2024-02-02(1회차),"22일,총88시간",41,울산고용센터,실업자계좌제,주간/주중
1786,요양보호사 자격 취득과정 주간반모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-13~2024-04-09(1회차),"40일,총320시간",-,울산고용센터,실업자계좌제,주간/주중
1787,미용사(일반) 자격증취득모집중,헤어미용(12010101),헤어미용,12010101,10,미용사(일반),2024-02-05~2024-05-09(1회차),"65일,총260시간",-,대전고용센터,실업자계좌제,주간/주중
1788,"빅데이터를 위한 기초 파이썬(python)과 데이터분석(시각화, 판다스)_39H모집중",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-01-31~2024-03-06(1회차),"13일,총39시간",-,서울강남고용센터,근로자직업능력개발훈련,야간/주중
1789,AutoCAD 2D도면작성-기초모집중,기계요소설계(15010201),기계요소설계,15010201,12,-,2024-01-29~2024-02-02(1회차),"5일,총28시간",34,경인지역본부,사업주지원금훈련,-
1790,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) A모집중",게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2024-01-30~2024-07-09(1회차),"109일,총870시간",-,서울관악고용센터,국가기간전략산업직종훈련,주간/주중
1791,티그(알곤)용접 기본기과정모집마감,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-01-13~2024-02-25(1회차),"12일,총96시간",-,대구고용센터,근로자직업능력개발훈련,-
1792,요양보호사자격취득과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-17~2024-03-15(1회차),"40일,총320시간",58,대구고용센터,실업자계좌제,주간/주중
1793,피부미용자격증 취득과정모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-01-29~2024-05-02(1회차),"65일,총260시간",28,서울강남고용센터,실업자계좌제,주간/주중
1794,요양보호사자격취득과정(사회복지사자격증보유자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-03-23~2024-04-13(1회차),"7일,총50시간",-,서울북부고용센터,근로자직업능력개발훈련,주간/주말
1795,[디지털디자인] 영상을 활용한 UI/UX 웹디자인 전문가 양성과정 A모집중,디지털디자인(08020104),디지털디자인,8020104,2,-,2024-01-25~2024-06-27(1회차),"104일,총829시간",29,서울동부고용센터,국가기간전략산업직종훈련,주간/주중
1796,가스텅스텐아크용접/피복아크용접 이론 및 실무모집중,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-03-05~2024-04-12(1회차),"23일,총160시간",-,대구고용센터,실업자계좌제,주간/주중
